training,age,education,black,hispanic,married,no_degree,re75,re78
0.0,28.32243336429401,12.0,0.0,1.0,0.0,1.0,0.0,11029.60476934384
0.0,21.0,10.0,1.0,0.0,0.0,1.0,6784.8536984744815,7657.17460494854
0.0,17.0,9.0,1.0,0.0,0.0,1.0,2544.4155535187724,1923.2042512506428
1.0,26.955363149808342,11.0,1.0,0.0,0.0,1.0,0.0,10584.648560015727
0.0,21.344139521426666,9.0,1.0,0.0,0.0,1.0,0.0,36716.610882969384
1.0,19.214098609637716,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,20.813539092061543,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,17.0,11.0,1.0,0.0,0.0,1.0,7929.19334757005,0.0
0.0,19.56640373712664,12.0,1.0,0.0,0.0,0.0,3242.9100906586796,0.0
0.0,35.157163295779625,15.0,1.0,0.0,0.0,1.0,37431.66,0.0
1.0,17.0,7.0,1.0,0.0,0.0,1.0,0.0,3969.011986652615
1.0,19.192574123709054,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,22.075588133687987,12.0,1.0,0.0,0.0,0.0,0.0,13278.855213785359
0.0,20.12595858960446,8.0,0.0,1.0,0.0,1.0,0.0,3776.087936841153
0.0,17.0,3.0,1.0,0.0,0.0,1.0,37431.66,0.0
1.0,17.210769929727178,10.0,0.0,0.0,0.0,1.0,1107.1910391156741,5963.408214557039
0.0,20.07132871530844,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,31.603675216146545,11.0,1.0,0.0,0.0,1.0,8528.73426319195,0.0
0.0,27.0,12.0,0.0,0.0,1.0,0.0,6998.242944209167,0.0
0.0,17.0,11.0,1.0,0.0,0.0,1.0,0.0,5371.435450597533
0.0,17.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,27.286943386501783,11.0,1.0,0.0,1.0,1.0,0.0,13673.517527799691
1.0,54.41221685668722,4.0,1.0,0.0,0.0,1.0,8313.11258237115,11327.420250863626
1.0,25.980113873741978,12.0,1.0,0.0,0.0,0.0,8389.126101589714,0.0
1.0,27.688108326426743,12.0,1.0,0.0,0.0,0.0,0.0,5777.274442999903
1.0,28.268132065559072,7.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,41.40271608571612,10.0,1.0,0.0,1.0,1.0,7394.366520614454,9458.618229614049
1.0,26.596958986192693,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,21.0,9.0,1.0,0.0,0.0,1.0,0.0,5493.337569941111
0.0,19.70656593410996,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,37.900028743266034,16.0,1.0,0.0,0.0,1.0,0.0,60307.93
1.0,21.0,12.0,1.0,0.0,0.0,0.0,2560.5496183993055,0.0
0.0,23.66896506098002,11.0,1.0,0.0,0.0,1.0,0.0,5786.838174908548
0.0,24.168900850623935,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,27.0,10.0,1.0,0.0,0.0,1.0,0.0,9517.961273266157
0.0,33.24487194544751,10.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,22.753672743191895,10.0,1.0,0.0,1.0,1.0,0.0,5746.667426368185
1.0,17.0,9.0,0.0,1.0,0.0,1.0,0.0,5202.925631374966
0.0,18.0,5.0,1.0,0.0,0.0,1.0,4870.683177501179,0.0
1.0,17.411406216032283,11.0,0.0,0.0,0.0,1.0,4963.733292868862,22054.62448952791
0.0,31.432457011946248,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,27.312482462834385,11.0,1.0,0.0,0.0,1.0,2923.88157996817,2214.4328269546704
0.0,17.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,27.7245159685259,11.0,1.0,0.0,1.0,1.0,0.0,7478.1849832361595
0.0,30.627613618348914,13.0,1.0,0.0,0.0,1.0,37431.66,0.0
1.0,21.553041540877793,9.0,1.0,0.0,0.0,1.0,1705.443948917144,9863.91950075484
0.0,20.87705261719109,11.0,1.0,0.0,0.0,1.0,3728.1826705919616,0.0
0.0,29.864396876503342,9.0,1.0,0.0,0.0,1.0,2137.3133377203335,5028.039657392445
0.0,18.206986060083366,11.0,0.0,0.0,0.0,0.0,1836.731982003581,8953.831188587517
0.0,28.39742906129528,5.0,1.0,0.0,0.0,1.0,0.0,10598.247899162541
0.0,21.0,12.0,1.0,0.0,0.0,0.0,1795.089053928798,0.0
0.0,26.034462023855696,12.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,18.14381872924185,16.0,1.0,0.0,0.0,1.0,0.0,60307.93
1.0,27.225113204499575,14.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,19.0,10.0,0.0,1.0,1.0,1.0,27166.500884323283,12957.308771878023
0.0,21.584395695664146,12.0,1.0,0.0,1.0,0.0,0.0,216.38020276897075
1.0,21.033904462922262,11.0,1.0,0.0,0.0,1.0,4060.5914535329075,9124.717856967663
0.0,55.0,16.0,1.0,0.0,0.0,1.0,0.0,60307.93
0.0,18.063684022363013,10.0,0.0,1.0,0.0,1.0,0.0,10896.5342017401
0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,36.6444655130427,10.0,1.0,0.0,0.0,1.0,0.0,9937.384839448387
0.0,24.65981655251653,11.0,0.0,0.0,0.0,1.0,12376.094747439221,4197.589909337025
1.0,23.978326454761064,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,21.68653305882896,12.0,1.0,0.0,0.0,0.0,0.0,5100.931095876932
1.0,21.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,29.791437117052464,9.0,1.0,0.0,0.0,1.0,0.0,60305.88344527499
1.0,35.20818851126943,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,17.0,3.0,1.0,0.0,0.0,1.0,37431.66,0.0
0.0,27.90599697344701,11.0,1.0,0.0,0.0,1.0,3923.2755749563535,0.0
0.0,24.67095946356616,11.0,1.0,0.0,0.0,1.0,33041.94075778161,0.0
1.0,17.0,3.0,1.0,0.0,0.0,1.0,0.0,7016.638943327916
0.0,36.87810013496008,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,17.0,14.0,1.0,0.0,0.0,1.0,37431.66,0.0
0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,22.462501771136722,10.0,0.0,1.0,0.0,1.0,2736.074742142577,0.0
0.0,17.03676640396887,11.0,1.0,0.0,0.0,1.0,2179.4207926353565,0.0
0.0,19.23371817444926,11.0,1.0,0.0,1.0,1.0,4549.774868709679,12985.34771858341
0.0,17.251619156202928,4.0,0.0,1.0,0.0,1.0,0.0,6337.591041157475
1.0,20.053757227371243,9.0,1.0,0.0,0.0,1.0,3018.4312833843633,0.0
0.0,21.6125217471108,10.0,1.0,0.0,0.0,1.0,5912.112467200934,0.0
1.0,22.075240232929172,11.0,1.0,0.0,0.0,0.0,5166.366183042686,37381.27881090069
1.0,24.148494612195233,10.0,0.0,1.0,1.0,1.0,11040.5395534758,0.0
1.0,27.0,12.0,1.0,0.0,1.0,1.0,8338.501881307086,0.0
1.0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,6530.087718053446
0.0,17.0,10.0,0.0,1.0,0.0,1.0,2940.0295059583223,7692.6930383282
0.0,17.83182541890804,10.0,1.0,0.0,0.0,1.0,8638.758966898928,13059.116082210883
1.0,29.354260746085163,7.0,1.0,0.0,0.0,1.0,0.0,5848.83110630908
1.0,17.526292843026958,4.0,0.0,1.0,0.0,1.0,0.0,4587.442949433495
1.0,28.50871976026,11.0,1.0,0.0,0.0,1.0,21023.38475821393,11195.931992467731
1.0,23.049865914096,10.0,1.0,0.0,1.0,1.0,34834.22090185518,0.0
0.0,19.063820448121543,10.0,1.0,0.0,0.0,1.0,0.0,9098.447080691492
0.0,28.627165435549298,12.0,1.0,0.0,0.0,0.0,0.0,4870.847286828785
0.0,27.841963776472486,12.0,0.0,0.0,0.0,0.0,8839.624369686217,6695.6350302258525
1.0,29.11999270393317,12.0,1.0,0.0,0.0,0.0,0.0,1453.5957166491203
0.0,26.02444286237143,10.0,1.0,0.0,0.0,1.0,0.0,1768.4642554458974
1.0,21.72390252789573,10.0,1.0,0.0,0.0,1.0,11778.043990680642,3220.3892519899046
1.0,17.0,12.0,1.0,0.0,0.0,1.0,0.0,60307.93
0.0,53.04852487195139,15.0,1.0,0.0,0.0,1.0,37431.66,0.0
0.0,18.72021873219641,9.0,0.0,1.0,0.0,1.0,0.0,1412.1145998205923
0.0,29.15725136598241,10.0,1.0,0.0,0.0,1.0,0.0,758.3618275355282
0.0,17.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,13247.320106601517
1.0,17.837898725851108,7.0,0.0,1.0,0.0,1.0,1681.682640487536,0.0
0.0,17.697474599176303,10.0,1.0,0.0,0.0,1.0,102.73092033156053,0.0
0.0,25.24219297869749,10.0,1.0,0.0,0.0,1.0,7890.149181080564,6667.41637649508
0.0,27.69366406757221,12.0,0.0,0.0,0.0,0.0,3406.983342863983,12019.088835628889
1.0,17.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,17.0,7.0,1.0,0.0,0.0,1.0,0.0,11551.380230689583
1.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,30.601453534218123,6.0,1.0,0.0,0.0,1.0,0.0,7865.151017752667
0.0,23.34774128000709,11.0,1.0,0.0,0.0,1.0,0.0,9591.926469279764
1.0,24.23929429857725,11.0,1.0,0.0,1.0,1.0,1194.739487374295,0.0
0.0,22.405780421712794,11.0,1.0,0.0,0.0,1.0,0.0,432.78770916899845
0.0,24.231424353174695,10.0,1.0,0.0,1.0,1.0,0.0,10133.746322211862
0.0,25.74734880267568,8.0,1.0,0.0,0.0,1.0,0.0,265.61184099005595
0.0,26.92301906868911,11.0,1.0,0.0,0.0,1.0,0.0,7593.161927068965
0.0,17.0,3.0,1.0,0.0,0.0,1.0,0.0,60307.93
1.0,23.8770083380027,10.0,0.0,1.0,0.0,1.0,5380.938912811911,9173.13548081792
0.0,27.0,10.0,1.0,0.0,0.0,1.0,0.0,16149.840524651601
1.0,19.0,9.0,1.0,0.0,0.0,1.0,11041.78976745982,10994.270300622797
0.0,21.76810727716095,12.0,0.0,0.0,0.0,0.0,0.0,10080.633334794491
1.0,17.0,3.0,1.0,0.0,0.0,1.0,0.0,24744.825423610444
0.0,17.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,20.58879723841416,10.0,1.0,0.0,1.0,1.0,2534.3663374835232,5132.796028333344
0.0,27.0,9.0,1.0,0.0,0.0,1.0,37431.66,0.0
0.0,25.951714897185003,5.0,1.0,0.0,0.0,1.0,1830.2940561942812,0.0
0.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,21.381879173903926,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,17.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,27.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,17.0,9.0,1.0,0.0,0.0,1.0,385.98224350163184,0.0
1.0,27.0,14.0,0.0,1.0,1.0,0.0,5749.722010824231,1496.931845579748
1.0,28.317257714259267,10.0,1.0,0.0,0.0,1.0,1051.7130366369176,4249.761714505166
0.0,26.605912630643452,11.0,1.0,0.0,1.0,1.0,934.6554136317245,10305.816260342273
0.0,25.060848770673765,10.0,1.0,0.0,1.0,1.0,9907.76529442919,11509.847018310555
0.0,22.218243186941823,9.0,1.0,0.0,0.0,1.0,0.0,5642.459864688963
0.0,17.0,10.0,0.0,1.0,0.0,1.0,23497.472052465484,13280.940013323938
0.0,20.02542491536118,10.0,1.0,0.0,0.0,1.0,0.0,6761.952815209385
0.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,11335.706592092614
0.0,22.627844475132452,11.0,1.0,0.0,0.0,1.0,4107.905959672363,3754.27671472326
1.0,17.0,9.0,1.0,0.0,0.0,1.0,4024.7517391642373,12387.269553853599
0.0,24.9573193712634,7.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,24.001939439821513,7.0,0.0,0.0,0.0,1.0,0.0,10280.438571058097
0.0,31.352673268156188,13.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,33.7841785361042,5.0,0.0,0.0,0.0,1.0,0.0,579.3143632623824
0.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,25.06301426826575,10.0,1.0,0.0,1.0,1.0,1898.6332173086391,0.0
0.0,17.0,3.0,1.0,0.0,0.0,1.0,2606.246973029924,7310.332795111568
0.0,23.256120858881296,10.0,1.0,0.0,0.0,1.0,3026.70384659339,0.0
0.0,45.04089273876817,8.0,1.0,0.0,0.0,1.0,0.0,6938.268554808598
0.0,22.28282126738516,8.0,1.0,0.0,0.0,1.0,9926.168874049912,5578.330548803914
0.0,36.21158895048586,14.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,17.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,17.0,7.0,1.0,0.0,0.0,1.0,0.0,9720.459415636851
0.0,20.28112595011043,12.0,1.0,0.0,0.0,0.0,8833.75424957065,0.0
1.0,23.68609969798796,12.0,1.0,0.0,0.0,0.0,24495.3369123279,3497.2981816378488
1.0,23.12070869992092,7.0,1.0,0.0,0.0,1.0,1169.5762055081348,0.0
0.0,24.90382593877701,9.0,1.0,0.0,0.0,1.0,0.0,3788.0571282073656
0.0,27.033586447413136,11.0,0.0,0.0,0.0,0.0,0.0,6410.544811700331
0.0,55.0,15.0,1.0,0.0,0.0,1.0,37431.66,0.0
0.0,18.0,9.0,1.0,0.0,0.0,1.0,1405.5323247726615,0.0
0.0,26.2330726820908,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,17.786107686982405,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,17.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,26.86210426542824,10.0,0.0,1.0,1.0,1.0,0.0,16366.820670544479
0.0,22.59105630458713,8.0,1.0,0.0,0.0,1.0,0.0,4485.971667829513
0.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,33.2859044504545,10.0,1.0,0.0,0.0,1.0,0.0,12667.525362208891
0.0,27.0,11.0,1.0,0.0,0.0,0.0,10771.854133515562,26272.820206728647
0.0,27.838858078814415,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,30.005935177193926,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,17.0,15.0,1.0,0.0,0.0,1.0,37431.66,0.0
0.0,23.44470301039008,12.0,1.0,0.0,0.0,1.0,0.0,60307.93
0.0,21.0,11.0,1.0,0.0,0.0,1.0,0.0,6605.416156089002
1.0,24.900313438309624,9.0,1.0,0.0,1.0,1.0,0.0,4577.2288193883805
1.0,34.15689940171274,4.0,0.0,0.0,0.0,1.0,0.0,14419.33328659479
1.0,18.0,12.0,1.0,0.0,0.0,0.0,2964.359998346258,0.0
0.0,24.616567336617038,11.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,24.530021329356202,10.0,1.0,0.0,0.0,1.0,0.0,6892.30932398497
1.0,35.51071033332745,12.0,1.0,0.0,0.0,0.0,0.0,57662.86669632989
0.0,24.24402984521057,11.0,1.0,0.0,0.0,0.0,2145.718123546661,7479.042390724223
0.0,23.96513267507968,16.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,25.95575514967793,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,32.66454254005069,10.0,1.0,0.0,0.0,1.0,0.0,9812.458784692462
1.0,21.211520100099772,12.0,1.0,0.0,0.0,0.0,532.3447704377083,4893.7561152014705
0.0,21.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,24.948951884909498,12.0,0.0,0.0,0.0,0.0,27892.47650988627,52372.3377882386
0.0,20.09815906756862,8.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,21.0,11.0,1.0,0.0,0.0,1.0,3157.9529493253362,1434.2410180370198
0.0,27.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,28.078192229132917,9.0,0.0,0.0,0.0,1.0,16174.31312108707,2331.369943157833
0.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,17.18272904687409,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,52.556525338789406,11.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,18.0,10.0,0.0,1.0,0.0,1.0,281.82840127571865,10703.100591537159
1.0,17.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,38.58867009739373,15.0,1.0,0.0,0.0,1.0,37431.66,0.0
0.0,33.83660017977273,8.0,1.0,0.0,0.0,1.0,1260.5270776072289,4347.395148331582
1.0,21.629629616234517,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,19.778828339384884,11.0,1.0,0.0,0.0,1.0,2650.561574350198,9580.990596224528
0.0,21.283740265788605,3.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,21.0,3.0,1.0,0.0,0.0,1.0,0.0,6647.8355624579945
0.0,21.737001195226107,12.0,1.0,0.0,0.0,0.0,17882.872190599417,4737.756092170455
0.0,17.16233391205725,8.0,0.0,0.0,0.0,1.0,2396.9425347819147,9831.754376606003
0.0,54.81432447527603,15.0,1.0,0.0,0.0,1.0,37431.66,0.0
1.0,21.597210858363564,12.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,21.72296057156114,7.0,1.0,0.0,0.0,1.0,0.0,10691.28302157816
1.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,3562.6068735029144
1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,2847.9883777769073
1.0,30.127339957707285,12.0,1.0,0.0,1.0,0.0,0.0,8495.434313124264
1.0,27.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,26.7542206296357,11.0,1.0,0.0,0.0,1.0,4800.928293542032,0.0
1.0,28.01807672318718,10.0,1.0,0.0,1.0,1.0,6448.741697677563,6282.368960524962
0.0,18.305504244062316,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,31.022774293029983,11.0,1.0,0.0,1.0,1.0,0.0,8048.183840938574
1.0,17.0,10.0,0.0,1.0,0.0,1.0,1382.82612601493,5934.11756450621
0.0,24.685665757828023,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,23.08577720967124,8.0,1.0,0.0,0.0,1.0,0.0,16263.56892520873
0.0,26.912056229179043,12.0,1.0,0.0,1.0,0.0,9570.588777807192,4286.175955868156
1.0,23.272778606637992,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,24.751871076708692,10.0,1.0,0.0,1.0,1.0,0.0,7111.180747119703
1.0,37.70885131974518,6.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,18.0,9.0,0.0,0.0,0.0,1.0,27311.752585174414,8316.533681259956
0.0,51.02578606352255,14.0,1.0,0.0,0.0,1.0,37431.66,0.0
0.0,41.504248181745616,8.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,24.181753276404624,9.0,1.0,0.0,1.0,1.0,9140.661499252175,11146.501462312632
0.0,22.017537401937123,10.0,1.0,0.0,0.0,1.0,1852.5221257394087,0.0
0.0,54.968291630360554,15.0,1.0,0.0,0.0,1.0,37431.66,0.0
0.0,54.65736302996132,15.0,1.0,0.0,0.0,1.0,37431.66,0.0
1.0,27.48967525970231,3.0,0.0,1.0,0.0,1.0,0.0,6646.302969814616
1.0,53.12557581763465,12.0,1.0,0.0,0.0,0.0,0.0,5050.386422406749
1.0,29.067700657860193,14.0,1.0,0.0,0.0,0.0,10119.25409849171,0.0
0.0,27.993763101166557,10.0,1.0,0.0,0.0,1.0,0.0,3715.0930577381746
1.0,17.0,7.0,1.0,0.0,0.0,1.0,2233.7621017194206,0.0
0.0,17.0,3.0,1.0,0.0,0.0,1.0,6142.998810451163,5624.653125936211
1.0,18.0,9.0,1.0,0.0,1.0,1.0,5078.312820069221,7396.089959714076
1.0,18.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,27.88991454811641,12.0,1.0,0.0,0.0,0.0,2996.609428732716,0.0
0.0,18.0,10.0,0.0,1.0,0.0,1.0,8494.246503864584,2277.8947997197965
0.0,52.93587975420385,12.0,1.0,0.0,0.0,1.0,0.0,34282.17242046287
0.0,20.826271063605315,12.0,1.0,0.0,0.0,0.0,10577.926739121753,13497.357202828229
1.0,44.252653969207245,12.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,35.37939184454944,9.0,1.0,0.0,0.0,1.0,10759.51475254483,10715.926733888735
1.0,22.701235015000382,10.0,1.0,0.0,0.0,1.0,2996.785570641585,0.0
1.0,27.34313939147175,10.0,1.0,0.0,1.0,1.0,0.0,0.0
1.0,24.279678479930276,10.0,1.0,0.0,0.0,1.0,3226.098681271061,8884.16999398284
1.0,27.92102527268519,11.0,1.0,0.0,0.0,1.0,4223.949112884405,20041.80413428833
1.0,23.624091157781944,10.0,1.0,0.0,0.0,1.0,0.0,3935.1353586886453
0.0,25.905660484636016,13.0,1.0,0.0,0.0,0.0,12571.997807089143,12942.999430134316
0.0,25.463585720051114,11.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,24.51613473685713,8.0,1.0,0.0,0.0,1.0,2865.994293337048,0.0
0.0,18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,25.904328285976426,8.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,18.126667969324878,9.0,1.0,0.0,0.0,1.0,0.0,5999.96971218558
0.0,22.137333476611126,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,35.27002189289526,11.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,18.423677678110085,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,18.894035822414065,11.0,1.0,0.0,0.0,1.0,721.8211884766436,7852.59449814702
1.0,23.527165346665765,11.0,1.0,0.0,0.0,1.0,2994.262909184699,0.0
1.0,28.459946005861287,14.0,1.0,0.0,0.0,0.0,0.0,49083.57952341763
1.0,24.180357998397113,12.0,1.0,0.0,0.0,0.0,8163.0507140411455,6120.3312912160345
0.0,18.887891069879352,11.0,0.0,0.0,0.0,1.0,8829.0088955496,1740.6966079180645
1.0,25.748480669178594,11.0,1.0,0.0,0.0,1.0,0.0,7562.802127470413
0.0,23.478802921102233,12.0,1.0,0.0,0.0,0.0,6364.311251306233,0.0
1.0,19.0,11.0,1.0,0.0,0.0,1.0,1306.0466991878332,4078.2499251996433
1.0,24.497984175518674,12.0,1.0,0.0,0.0,0.0,5210.719919439884,9919.982931256542
0.0,24.241819558603805,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,31.674726842733413,15.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,5724.672430785459
0.0,26.041152125819004,9.0,1.0,0.0,1.0,1.0,0.0,7066.002120796578
0.0,27.70543042343078,7.0,1.0,0.0,1.0,1.0,4294.052592367546,7638.653162168842
0.0,51.118829748810924,15.0,1.0,0.0,0.0,1.0,37431.66,0.0
0.0,22.679679781704706,11.0,1.0,0.0,0.0,1.0,0.0,60307.39612847069
1.0,19.77171492975982,11.0,1.0,0.0,0.0,1.0,1423.9504747673996,16469.13123775
0.0,39.3519987829118,15.0,1.0,0.0,0.0,1.0,37431.66,0.0
0.0,38.783455237646784,15.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,24.566317425686965,11.0,1.0,0.0,0.0,1.0,10691.506020735304,0.0
0.0,29.772224106038486,12.0,0.0,0.0,0.0,0.0,5506.6498487316885,6734.319434654585
0.0,18.0,10.0,1.0,0.0,0.0,1.0,588.7803226615707,0.0
1.0,24.04780077272159,10.0,1.0,0.0,0.0,1.0,6624.872577067655,2320.7475573257075
1.0,23.389982591820235,12.0,1.0,0.0,0.0,0.0,0.0,15767.226298152398
0.0,30.26170846096104,16.0,1.0,0.0,0.0,1.0,0.0,60307.93
0.0,21.0,8.0,1.0,0.0,0.0,1.0,6937.23725657247,0.0
0.0,19.896192274850442,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,19.0,12.0,0.0,0.0,0.0,0.0,5375.224198073482,5175.827713100855
0.0,25.506085594117042,11.0,1.0,0.0,1.0,1.0,10678.993847137981,1947.8874774459803
0.0,19.0,9.0,0.0,0.0,0.0,1.0,8588.051211428532,13240.386467269676
