training,age,education,black,hispanic,married,no_degree,re75,re78
0.0,22.479361827482876,9.0,1.0,0.0,0.0,1.0,7385.591418205295,1388.109105177251
1.0,22.679445422771924,7.0,1.0,0.0,0.0,1.0,8226.90860763397,124.27791083986313
0.0,29.401271027223803,10.0,0.0,0.0,0.0,1.0,7913.964241278445,7360.401519049528
1.0,25.069445245065396,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,22.744787822811176,11.0,1.0,0.0,1.0,1.0,1351.0611478723636,6751.1812481801135
0.0,22.129683306128555,12.0,1.0,0.0,0.0,1.0,20443.891112655536,6162.454574944161
1.0,25.30355590787888,13.0,1.0,0.0,0.0,0.0,19962.532799327495,15067.395233323608
1.0,18.771850703283125,8.0,0.0,1.0,0.0,1.0,3022.7969238147143,14752.825865996112
0.0,37.91636823956964,10.0,1.0,0.0,0.0,1.0,0.0,98.76877688788416
1.0,26.540473993204603,12.0,1.0,0.0,0.0,0.0,4316.537901616405,2399.978490516331
0.0,22.556126267927862,10.0,1.0,1.0,0.0,1.0,5943.904697257,26722.072872395293
0.0,26.44518393571901,13.0,1.0,0.0,0.0,0.0,17112.844390480324,5147.122106627567
0.0,25.73748520040153,7.0,0.0,0.0,0.0,1.0,4199.817182593355,4306.084674314446
1.0,24.018806028128278,12.0,1.0,0.0,0.0,0.0,2969.5956609130753,4739.601723560366
0.0,24.67215928330583,7.0,1.0,0.0,0.0,1.0,131.06568814937174,5068.628209462591
0.0,32.17939700999248,12.0,1.0,0.0,0.0,0.0,0.0,1321.3001057384258
0.0,35.403034133264825,9.0,1.0,0.0,0.0,1.0,5676.290093667428,1555.0926912394007
0.0,19.708005187014923,10.0,0.0,1.0,0.0,1.0,918.0161186743583,7348.840394288324
0.0,17.29888296805226,9.0,1.0,0.0,0.0,1.0,3208.5496126828702,16593.78781206325
0.0,23.496938789967604,13.0,1.0,0.0,0.0,0.0,683.6378428355299,5728.491447662452
0.0,17.302486169642304,7.0,0.0,0.0,0.0,1.0,1145.7542869873603,2633.884113812493
1.0,20.87021307630867,12.0,1.0,0.0,0.0,1.0,4071.565870043664,21517.64428994267
0.0,28.61719801993048,7.0,0.0,0.0,0.0,1.0,10494.594640890187,343.80621279251955
0.0,18.42149029755041,9.0,1.0,0.0,0.0,1.0,3354.692344995785,298.77084968015606
0.0,20.71691405330842,13.0,1.0,0.0,0.0,1.0,0.0,2151.352316749412
0.0,27.413828104860144,12.0,0.0,1.0,0.0,0.0,19759.97772480567,12774.933065784686
0.0,39.82145101875502,5.0,1.0,0.0,0.0,1.0,669.8006634328805,5940.387153638008
1.0,17.91266382817058,10.0,1.0,0.0,0.0,1.0,112.08433498742272,10187.747989523981
0.0,18.65058278370152,7.0,1.0,0.0,0.0,1.0,37.25527168635358,4865.280207515028
1.0,17.0,8.0,1.0,0.0,0.0,1.0,647.4683436536793,583.0855710084074
0.0,19.701771864350135,11.0,0.0,0.0,0.0,1.0,3839.150288910443,345.4467739076876
0.0,30.95452776367063,3.0,1.0,0.0,1.0,1.0,3425.114137991306,6445.058623934426
1.0,17.15416869420729,10.0,1.0,0.0,0.0,1.0,74.98487405065913,208.16988139607682
1.0,24.460773268397954,12.0,1.0,0.0,0.0,0.0,13554.449200800056,10553.439934713933
0.0,21.08303237898599,8.0,1.0,1.0,0.0,1.0,467.7808627566375,0.0
0.0,20.086860705159587,7.0,1.0,0.0,0.0,1.0,2180.915607349826,3843.2017265617396
1.0,27.505454546372174,8.0,1.0,0.0,0.0,1.0,1048.097052486536,4615.693186488181
0.0,36.28657952744579,11.0,1.0,0.0,0.0,1.0,0.0,8238.403273411806
0.0,26.754747887279727,8.0,0.0,0.0,0.0,1.0,20425.79870945694,6433.475442151586
0.0,26.4074253110342,11.0,1.0,0.0,1.0,1.0,10560.369207262445,1866.813883568647
0.0,17.558144993482244,10.0,0.0,0.0,0.0,1.0,0.0,2467.9857045806366
0.0,29.044334165603132,9.0,1.0,0.0,1.0,1.0,30.16027876582595,10742.54107394803
0.0,28.033183868014614,11.0,1.0,0.0,1.0,1.0,748.3249118101454,144.79851214640217
1.0,26.997254581235687,8.0,1.0,0.0,1.0,1.0,14412.00375183137,1828.6546949267445
1.0,25.57733723725268,8.0,1.0,0.0,0.0,1.0,31.61386874557353,6067.503824197474
0.0,18.63425651807276,7.0,0.0,1.0,0.0,1.0,2331.9474860583086,11620.958814450873
1.0,24.66395853695014,11.0,1.0,0.0,0.0,0.0,546.7213382305653,1676.1234009855089
1.0,23.420888762874768,11.0,0.0,0.0,0.0,1.0,8450.34407539585,7669.73739379868
0.0,17.502800498685286,8.0,0.0,1.0,0.0,1.0,1962.7507245951047,12014.62724755539
0.0,32.359883125583295,9.0,1.0,0.0,0.0,1.0,11177.074357649304,95.91790452195181
0.0,50.90636803284038,9.0,0.0,1.0,0.0,1.0,229.16128326738175,5571.680390844775
1.0,29.949293043005714,13.0,1.0,0.0,1.0,1.0,6726.369475745577,2298.7980582522277
0.0,21.73502946887759,10.0,1.0,0.0,0.0,1.0,20576.59378827848,7937.456726202839
0.0,21.166020071133914,8.0,0.0,0.0,0.0,1.0,752.7976898797725,7791.138872266131
0.0,17.366485268390466,8.0,1.0,0.0,0.0,1.0,497.2525582419809,3361.0577926119868
0.0,29.039755229752128,11.0,1.0,0.0,0.0,1.0,788.0130932345709,2083.379518754124
0.0,18.0,10.0,1.0,0.0,0.0,0.0,0.0,13960.80698472472
0.0,45.99193249936304,10.0,1.0,0.0,0.0,1.0,101.42788102662203,13462.641747714379
1.0,25.576754103625767,11.0,1.0,0.0,0.0,0.0,2446.3760793982797,153.19081262132727
0.0,26.358027778996068,10.0,1.0,0.0,1.0,1.0,464.44802603141943,219.5572101156476
0.0,18.953147506705072,11.0,1.0,0.0,1.0,1.0,5346.539208917209,6632.558877627203
0.0,17.693268286927307,9.0,1.0,0.0,0.0,1.0,4169.949585595217,1792.2531724327464
0.0,21.233687494352623,9.0,1.0,0.0,0.0,1.0,3049.0661878169544,1853.3958625906437
1.0,26.88148480136321,12.0,0.0,0.0,1.0,0.0,703.2730773911295,0.0
0.0,26.251341797071802,11.0,1.0,0.0,0.0,1.0,14051.959718397295,30853.320889317467
0.0,36.65636098078389,9.0,1.0,0.0,0.0,1.0,1758.9185636622162,13876.161080872642
0.0,19.87386634322049,12.0,0.0,0.0,0.0,0.0,17844.969581822133,9335.74232661824
1.0,24.82751348574617,13.0,1.0,0.0,0.0,0.0,660.6924923897463,21735.561037836156
0.0,18.27870026117147,9.0,0.0,1.0,0.0,1.0,1062.9221303325955,6713.688148258288
0.0,24.249660795033297,10.0,1.0,0.0,0.0,1.0,529.8298412816796,75.45274289074035
0.0,22.912334307424643,10.0,1.0,0.0,0.0,0.0,16872.921436990757,3232.4711917043714
0.0,27.029692045912903,10.0,1.0,0.0,0.0,1.0,7404.284355001341,1608.369256655828
1.0,28.99252161915148,9.0,1.0,0.0,1.0,1.0,7351.176745237591,4421.400493216721
0.0,31.956778268123035,11.0,0.0,0.0,0.0,1.0,1351.3801112265926,65.82403066996054
1.0,28.752490854299715,11.0,0.0,0.0,0.0,1.0,17836.80442193395,24950.5773839903
1.0,34.60804572416518,12.0,1.0,0.0,0.0,0.0,143.66160676861116,18756.473274839762
0.0,32.763654564913736,10.0,1.0,0.0,0.0,1.0,294.99586682097276,13073.224521571576
1.0,27.799212731016986,12.0,1.0,0.0,0.0,0.0,3683.406285915754,0.0
0.0,17.0,8.0,1.0,0.0,0.0,1.0,105.89217204724878,8772.093079641436
0.0,25.114601051398846,9.0,0.0,0.0,0.0,1.0,1667.955392613822,1776.9324440022597
0.0,19.224852728485438,8.0,0.0,0.0,0.0,1.0,69.41690090010214,7549.997969859888
1.0,21.048139249606937,10.0,1.0,0.0,0.0,1.0,982.4753944773432,9804.626716724673
1.0,26.347705528318446,7.0,1.0,0.0,0.0,1.0,580.9420057410921,14745.045131177483
0.0,27.030465990425395,11.0,1.0,0.0,0.0,0.0,26228.15967759754,16344.206727564571
0.0,27.165038478795353,14.0,1.0,0.0,0.0,1.0,398.5106984096444,48043.09775584351
1.0,25.561332594263778,9.0,1.0,0.0,0.0,1.0,6795.433260963293,5207.795263954467
1.0,19.550300962074274,12.0,1.0,0.0,0.0,1.0,7146.485143193404,10935.649357286298
0.0,21.25950467261546,11.0,1.0,0.0,1.0,1.0,12998.253200735471,7411.443660070077
1.0,17.682311422250493,11.0,0.0,0.0,1.0,1.0,5688.979525125316,12777.639261422337
0.0,28.999395361378042,8.0,1.0,0.0,1.0,1.0,1914.570040649672,0.0
1.0,28.820671506177128,11.0,1.0,0.0,0.0,0.0,29197.47179429661,4333.053357062416
0.0,24.574601600299474,11.0,1.0,0.0,0.0,1.0,1758.6058893342947,5420.109589289484
0.0,22.13741294457065,9.0,1.0,0.0,0.0,1.0,60.146955080818316,13224.324878336052
0.0,27.304572771704297,12.0,1.0,0.0,0.0,0.0,7256.062959979541,4322.210889656646
0.0,18.137987287295438,12.0,1.0,1.0,0.0,0.0,2539.973656542473,3855.104602091081
1.0,28.995351069602215,10.0,1.0,0.0,0.0,1.0,3151.6633549026456,0.0
0.0,21.12963863973587,12.0,1.0,0.0,0.0,1.0,1721.5231364393724,11768.268665929943
1.0,28.64629475939197,10.0,1.0,0.0,0.0,1.0,723.1096841732349,998.2222284574405
0.0,20.906852100083544,9.0,1.0,0.0,0.0,1.0,2659.279752431663,2898.5703745977344
1.0,26.57317320290761,9.0,0.0,1.0,0.0,1.0,13232.20457003246,10602.669833766353
0.0,22.16495741064928,10.0,0.0,0.0,0.0,1.0,18318.256258899994,9377.19890444922
0.0,33.477288213893004,13.0,1.0,0.0,0.0,0.0,210.6368772290905,558.0731447805631
1.0,25.381987406813145,12.0,0.0,0.0,0.0,0.0,6292.780635401688,4427.066129993927
0.0,30.465383436063647,10.0,1.0,1.0,0.0,1.0,1034.7913488316997,12944.125864297646
1.0,20.21207010318771,13.0,1.0,0.0,0.0,0.0,7629.840399610812,21300.716475133166
1.0,31.972723040742622,12.0,1.0,0.0,0.0,0.0,3234.054619026465,13376.48912852943
0.0,20.861795324999697,10.0,0.0,0.0,1.0,1.0,9258.525024999515,5903.99573978769
0.0,26.2013685372063,10.0,1.0,0.0,0.0,1.0,0.0,6164.182755696028
1.0,23.08657671194605,13.0,1.0,0.0,0.0,0.0,4771.950012167283,5256.276894583272
1.0,32.42244399381909,13.0,0.0,0.0,1.0,0.0,3723.7738511727175,4799.791189386459
1.0,39.301886529772865,11.0,1.0,0.0,0.0,0.0,577.3113391757648,7907.19936195039
1.0,30.238138679677135,10.0,1.0,0.0,0.0,1.0,0.0,47.310244473595645
0.0,27.32920350274332,11.0,1.0,0.0,0.0,0.0,14173.9212487688,12302.780937761214
1.0,24.016520636893034,12.0,0.0,0.0,1.0,0.0,5496.052087957385,4239.848647034243
1.0,26.518541415682588,12.0,1.0,0.0,0.0,0.0,2940.524481484535,2730.0876021346285
1.0,19.380167880471507,10.0,1.0,0.0,0.0,1.0,14879.169539718718,1251.5172279869792
0.0,24.59551757972942,9.0,1.0,0.0,0.0,1.0,7755.246376778889,447.4233401042467
0.0,17.426073569633672,7.0,0.0,1.0,0.0,1.0,2733.3566138395922,11715.722917641897
0.0,35.103758703443596,10.0,1.0,0.0,0.0,1.0,1495.5048293256993,68.00874533929391
1.0,21.776798567934716,9.0,1.0,0.0,0.0,1.0,3399.08525499053,197.21318326318624
0.0,22.88098669131898,7.0,1.0,0.0,0.0,1.0,24271.263093951082,20808.160622368086
0.0,20.714194340865824,7.0,1.0,0.0,0.0,1.0,10224.54000000425,5824.567217651768
1.0,26.30964991793469,12.0,1.0,0.0,0.0,0.0,0.0,9740.363885764289
1.0,27.41885564186501,13.0,1.0,0.0,1.0,0.0,3017.2332274172895,476.29623795177463
0.0,17.59421840712969,8.0,1.0,0.0,0.0,1.0,85.55665028595438,1290.9429989313485
0.0,22.805165787584926,10.0,1.0,0.0,0.0,1.0,3422.5412341586816,0.0
0.0,17.61547253405434,8.0,1.0,0.0,0.0,1.0,6409.678807424902,7641.910135445324
0.0,33.032705472261,9.0,1.0,0.0,1.0,1.0,6737.763813424083,9494.552073916959
0.0,32.25926941479811,9.0,1.0,0.0,0.0,1.0,11613.054865573074,1026.7841968496432
1.0,21.162043684863765,11.0,1.0,0.0,0.0,0.0,602.2601639203294,153.02104649374508
1.0,23.826297010598342,8.0,1.0,0.0,0.0,1.0,0.0,18920.261629217603
0.0,31.88170931763662,7.0,1.0,0.0,1.0,1.0,3127.03588442599,729.1957956484152
1.0,19.872431820354226,10.0,1.0,0.0,0.0,1.0,6383.364551169161,5930.340360968292
0.0,24.214727989932257,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,37.225425728501335,11.0,0.0,0.0,1.0,0.0,5938.394241688772,5141.260773488106
0.0,19.35768886832793,9.0,1.0,0.0,0.0,1.0,471.2038829503171,0.0
0.0,33.554077084460616,10.0,0.0,0.0,0.0,1.0,0.0,6050.833601092945
1.0,30.901034047507153,11.0,1.0,0.0,0.0,1.0,12296.194546949324,12947.958157548792
0.0,23.033084116409626,11.0,1.0,0.0,0.0,0.0,7568.884731531515,6667.412508987593
1.0,20.809886135226666,12.0,0.0,0.0,0.0,0.0,7264.164095648523,9884.559779883999
1.0,28.784966607582746,13.0,0.0,0.0,0.0,0.0,1287.752124582601,2235.5349166774454
0.0,36.71049565428912,10.0,1.0,0.0,0.0,1.0,33.557270640891716,9074.817131806065
0.0,34.36601245494047,11.0,1.0,0.0,1.0,1.0,4220.035598764911,17410.97235727802
1.0,17.5873780628529,9.0,1.0,0.0,0.0,1.0,0.0,2432.189050355146
1.0,19.04428055516945,13.0,1.0,0.0,0.0,0.0,10282.493780407607,4195.938234871956
1.0,32.26256187841467,12.0,1.0,0.0,0.0,0.0,0.0,13111.752244798085
0.0,25.384811502234257,12.0,1.0,0.0,0.0,0.0,12074.870681049453,9252.059095754423
0.0,18.370759746894496,8.0,1.0,0.0,0.0,1.0,149.84636616571333,7836.444948695051
0.0,31.000255598801846,5.0,1.0,0.0,0.0,1.0,0.0,6157.343434301896
1.0,19.71687909546384,10.0,1.0,0.0,0.0,1.0,0.0,109.03376752897661
1.0,18.888634379514645,8.0,0.0,1.0,0.0,1.0,745.38105119959,9825.765478735799
0.0,26.848952306404225,10.0,1.0,0.0,0.0,1.0,2365.7997674669086,1995.4491366132852
1.0,20.427780423197255,8.0,1.0,0.0,0.0,1.0,4026.9176035787987,10471.695799331092
1.0,18.243381940020367,6.0,1.0,0.0,0.0,1.0,1518.0932193590925,5059.192144103672
0.0,18.559101836795943,9.0,1.0,0.0,0.0,1.0,5457.5252579413145,0.0
1.0,22.63826482146962,7.0,1.0,0.0,1.0,1.0,6949.873294382798,0.0
0.0,24.176651818632216,8.0,1.0,0.0,0.0,1.0,1729.6870637746317,31295.834890707825
0.0,20.144784856063065,10.0,1.0,0.0,0.0,0.0,1630.1663989291128,3589.9997669418644
1.0,31.964590320927417,8.0,1.0,0.0,0.0,1.0,0.0,44.003614356151346
0.0,20.853212989044202,9.0,1.0,0.0,0.0,1.0,2194.0752494968965,8859.480250695757
1.0,17.181156598533715,8.0,1.0,0.0,0.0,1.0,0.0,1384.5480246210902
0.0,24.645965999536035,9.0,1.0,0.0,0.0,1.0,4777.01182335548,1032.7456240919398
0.0,31.021625920369374,9.0,1.0,0.0,0.0,1.0,733.4316778081327,12620.577349353864
0.0,24.285505772146877,11.0,1.0,0.0,1.0,1.0,9909.615217319442,9700.899129297988
0.0,18.173393106277906,9.0,1.0,0.0,0.0,1.0,755.950452336875,169.0544080015004
0.0,38.40860284889159,8.0,1.0,0.0,0.0,1.0,1665.1252415447466,1199.889780460688
0.0,23.95938348711559,11.0,1.0,0.0,0.0,1.0,8037.45114008176,19361.03865422053
1.0,20.409704404908474,11.0,1.0,0.0,1.0,1.0,2112.0060164094875,16496.558199691906
1.0,18.369269110927466,11.0,1.0,0.0,0.0,0.0,416.85951790307223,0.0
0.0,25.51312321892731,10.0,1.0,0.0,1.0,1.0,6366.648247282397,7828.920730029627
1.0,27.960866497119508,11.0,1.0,0.0,0.0,1.0,49.69707834462276,8864.75324573959
0.0,20.297238404658994,11.0,1.0,0.0,0.0,1.0,2977.578728334678,5909.879677798048
0.0,24.273033500974076,10.0,1.0,0.0,0.0,1.0,47.05164911716748,1783.5482338843738
0.0,27.722823236100787,8.0,1.0,0.0,1.0,1.0,17.700225802719793,5356.246080814705
1.0,23.274556828649494,12.0,0.0,1.0,1.0,0.0,4453.536667728644,6082.84188539167
0.0,23.08454229701835,11.0,1.0,0.0,0.0,1.0,19061.38621934029,2574.8328668526365
0.0,31.706540912051732,12.0,1.0,0.0,1.0,0.0,7963.25913853085,13980.560669061826
1.0,25.876326528860634,10.0,1.0,0.0,0.0,1.0,5844.9564270708015,236.1528245427823
0.0,24.931447995069803,11.0,1.0,0.0,0.0,1.0,188.23775682346087,1627.38720180537
0.0,24.68081737559101,8.0,1.0,0.0,1.0,1.0,5881.903978725843,17978.811240537005
1.0,28.913464978157702,12.0,0.0,0.0,0.0,0.0,2354.5648728979886,16622.49738682637
1.0,34.57810221916063,11.0,1.0,0.0,1.0,1.0,10825.83136807476,10795.178853874266
0.0,25.14013563138729,11.0,1.0,0.0,0.0,0.0,11920.835539392952,11103.261790276585
1.0,19.909579293461604,11.0,1.0,0.0,0.0,1.0,278.38515861397025,14284.060640881278
0.0,31.864930148108726,10.0,1.0,0.0,0.0,1.0,0.0,4.838602942898352
1.0,37.43810100102346,10.0,1.0,0.0,0.0,1.0,21532.33652531398,5082.821803408642
0.0,22.649893843209366,10.0,1.0,0.0,0.0,1.0,0.0,9.644658316443866
1.0,36.54850115033428,9.0,1.0,0.0,0.0,1.0,3422.400919725899,5535.979562770442
0.0,23.413322811429964,8.0,0.0,1.0,0.0,1.0,5504.842589785964,3146.5191786709906
1.0,20.039031153230024,12.0,1.0,0.0,0.0,0.0,247.4010866023785,4856.522792909782
1.0,21.89200142110704,8.0,1.0,0.0,0.0,1.0,3064.99903988378,6167.543171316607
1.0,24.276766191646477,10.0,0.0,1.0,0.0,1.0,10539.313834682542,17827.54795931485
0.0,18.964438974759883,10.0,0.0,1.0,0.0,1.0,2664.30782162469,7463.580652585709
1.0,21.47204412111645,8.0,1.0,0.0,0.0,1.0,3216.455593905639,10535.231977384132
0.0,29.635377086534668,9.0,1.0,0.0,0.0,1.0,0.0,685.4317373271617
1.0,26.059727483033786,12.0,1.0,0.0,0.0,0.0,0.0,2740.0618114280614
0.0,19.61035879973306,8.0,0.0,1.0,0.0,1.0,4529.920424470941,4539.5668038467675
1.0,28.3189596587543,4.0,1.0,0.0,1.0,1.0,917.948942877033,13305.727922700125
0.0,17.9460510540833,8.0,1.0,0.0,0.0,1.0,3794.7543341573664,4158.471594362881
0.0,17.208840493850033,8.0,1.0,0.0,0.0,1.0,380.0674652123444,10999.044726764836
0.0,20.188076318866955,11.0,1.0,0.0,0.0,1.0,3703.0257928140463,0.0
0.0,30.391790515108962,10.0,1.0,0.0,0.0,1.0,7560.275617296495,58.88850587857765
0.0,22.862974303915824,12.0,1.0,0.0,0.0,0.0,8331.274667361657,1147.417960281248
0.0,23.151433287592436,11.0,1.0,0.0,0.0,1.0,23420.028206027222,16726.4260527358
0.0,19.471237995250416,7.0,1.0,0.0,0.0,1.0,295.3219209182788,2238.4339838262367
0.0,19.93472768003373,10.0,1.0,0.0,1.0,1.0,9799.657039667218,11163.602095327746
1.0,21.191355434485303,12.0,1.0,0.0,1.0,0.0,3157.249006774364,13922.437308629698
0.0,20.48883729598941,9.0,1.0,0.0,0.0,1.0,3317.7478019247537,47.884846562813074
0.0,29.059120474849855,10.0,1.0,0.0,0.0,1.0,136.32824989963774,428.7842555650428
0.0,30.269839053019226,10.0,1.0,0.0,0.0,1.0,225.64454218360265,4925.6933852292395
1.0,22.473935901321802,10.0,1.0,1.0,0.0,1.0,759.9141470990324,4232.2672250415
1.0,25.974685426172368,12.0,0.0,0.0,0.0,0.0,3533.1953818309507,8167.562480028731
1.0,24.43803935721831,13.0,1.0,0.0,0.0,0.0,346.55318082622944,2685.460844172798
1.0,19.74861922837347,9.0,1.0,0.0,0.0,1.0,11077.873432173432,627.626607867126
1.0,21.644339497293434,10.0,1.0,0.0,0.0,0.0,0.0,4359.7456247097425
0.0,23.557038824940037,8.0,0.0,0.0,1.0,1.0,23214.988659596864,8974.682444590937
1.0,32.18166359978699,12.0,0.0,1.0,0.0,0.0,7093.270425341933,9393.596068783818
0.0,33.25051811938454,10.0,1.0,0.0,0.0,1.0,13586.355252910746,8976.732005776352
0.0,39.51608600031025,9.0,1.0,0.0,0.0,1.0,10295.013167903018,6568.9769965657715
0.0,24.27798335458927,9.0,1.0,0.0,1.0,1.0,7451.9920751586715,0.0
0.0,17.774728208559292,8.0,0.0,0.0,0.0,1.0,197.25280132779346,8048.739319115482
0.0,24.36080283717315,11.0,1.0,0.0,0.0,1.0,790.1471155471108,12.118962269749566
0.0,24.778808856406606,11.0,1.0,0.0,1.0,1.0,9534.115811824218,4293.236971413586
1.0,20.434182288506108,11.0,1.0,0.0,1.0,0.0,19905.147718674663,9502.824734994096
0.0,38.758624116560746,13.0,1.0,0.0,0.0,0.0,0.0,15453.407625377055
0.0,25.422927715185573,8.0,1.0,0.0,0.0,1.0,4199.1513173591475,112.48994511121722
0.0,41.69357634755472,11.0,1.0,0.0,0.0,1.0,10555.857862701443,21666.682950754905
1.0,31.73290585167407,12.0,0.0,0.0,1.0,0.0,4543.228208413678,1130.418523784511
1.0,23.47155671870968,10.0,1.0,0.0,0.0,1.0,2595.2850969790825,226.3736835576458
0.0,22.77416512046594,7.0,1.0,0.0,0.0,1.0,17703.714936908502,1061.6569596520349
0.0,26.891434374235065,11.0,1.0,0.0,0.0,1.0,302.11765404069104,4772.706669268823
1.0,23.272224198043627,10.0,1.0,0.0,0.0,1.0,10048.857382847555,40.25596161675599
0.0,27.879727593186487,8.0,0.0,0.0,0.0,1.0,8644.494952224903,7666.841806827204
1.0,27.03568416227527,12.0,1.0,0.0,0.0,0.0,242.07355466698357,18120.998120751385
0.0,25.56213553397556,9.0,1.0,0.0,0.0,1.0,499.5244634518617,11163.646673629493
1.0,19.322623654923166,8.0,1.0,0.0,0.0,1.0,985.2850767394284,16611.62705512891
1.0,34.13544164193519,5.0,1.0,0.0,0.0,1.0,0.0,1406.161550653233
0.0,19.33036539313245,9.0,0.0,1.0,0.0,1.0,412.57232913038666,859.4634950438302
0.0,21.074620781038448,11.0,1.0,0.0,0.0,1.0,363.4599487037035,7076.686272615947
0.0,17.847865779734903,8.0,1.0,0.0,0.0,1.0,929.9517359558904,5429.382844102937
0.0,22.845021888951514,8.0,1.0,0.0,0.0,1.0,674.9177513249592,2491.532045489002
0.0,18.0,10.0,1.0,0.0,0.0,1.0,2657.2062108378436,4056.118453589145
1.0,19.036994488435273,11.0,1.0,0.0,0.0,1.0,1302.5369127199783,1124.95432780292
1.0,19.53321821771423,9.0,0.0,1.0,1.0,1.0,186.8260420972114,5619.131573740148
0.0,22.44084741155509,11.0,1.0,0.0,0.0,1.0,4531.635774347604,9133.271176047252
1.0,22.017287930064967,11.0,1.0,1.0,0.0,0.0,8974.797445598706,12753.888583340566
0.0,26.84637435899906,9.0,1.0,0.0,0.0,1.0,1196.2978970621873,3387.955027601782
0.0,27.64209346566113,11.0,1.0,0.0,1.0,1.0,7053.7938594037705,8504.524025552073
0.0,22.02842516106317,7.0,1.0,0.0,0.0,1.0,886.3375097816922,11712.194081343463
0.0,17.47095090360133,10.0,0.0,1.0,0.0,1.0,1916.871585389104,8024.219777962357
0.0,26.485546974537588,12.0,1.0,0.0,0.0,0.0,5123.134325792972,3480.2380982251743
1.0,17.467149860569712,8.0,1.0,0.0,0.0,1.0,83.54056061602707,10095.423319843696
0.0,19.49805548194927,11.0,1.0,0.0,0.0,1.0,1105.2359574695645,0.0
0.0,18.472376351221307,11.0,1.0,0.0,0.0,1.0,1528.5755838273624,23883.654794786464
0.0,19.192992849536857,8.0,1.0,0.0,0.0,1.0,759.2926935960511,4293.132768916067
1.0,38.359719830024176,13.0,0.0,0.0,1.0,0.0,0.0,9488.558171009563
0.0,21.17731820126706,9.0,0.0,0.0,0.0,1.0,4554.006774318501,7510.8854999622945
0.0,28.76270842714038,9.0,0.0,1.0,0.0,1.0,0.0,2370.2799761728174
1.0,18.642202102348506,9.0,1.0,0.0,0.0,1.0,4478.370183362158,6586.378894421588
