dataset,first,second,gen
ddpm_ihdp_2.csv,0.03463345518310504,0.029972647743760985,ddpm
tvae_ihdp_4.csv,0.01887460933401147,0.043308906903574744,tvae
ddpm_ihdp_3.csv,0.22069321816084972,0.01460202583126826,ddpm
tvae_ihdp_3.csv,-0.26727040704710026,-0.08335268153028164,tvae
nflow_ihdp_3.csv,-0.02147875583975502,-0.021133745860473008,nflow
ddpm_ihdp_0.csv,0.17446393319123263,-0.01764877348500903,ddpm
arf_ihdp_1.csv,0.125106974163519,0.026411949292710096,arf
arf_ihdp_4.csv,-0.011279474637187141,0.04807506920490483,arf
arf_ihdp_0.csv,0.04371160667200708,-0.003506655581898624,arf
tvae_ihdp_2.csv,-0.20087157247869333,-0.08160712635103752,tvae
nflow_ihdp_1.csv,0.018665252131173357,-0.020881939170413092,nflow
arf_ihdp_2.csv,-0.1681116901727868,-0.01928016953293091,arf
nflow_ihdp_4.csv,0.22519493998580956,0.08546489828633784,nflow
ctgan_ihdp_3.csv,0.16977556843898486,0.033637961558950144,ctgan
nflow_ihdp_0.csv,-0.13359232784957317,-0.05235882835651911,nflow
ddpm_ihdp_4.csv,-0.22689353422477815,0.009652990510054681,ddpm
ctgan_ihdp_2.csv,0.3704638484003794,-0.015809461801192567,ctgan
tvae_ihdp_1.csv,0.47803370461371686,0.04689431986989189,tvae
nflow_ihdp_2.csv,-0.3149649141822665,0.01462871986106291,nflow
ctgan_ihdp_1.csv,0.0792127373684915,0.0149035778621511,ctgan
real,0.0882114890189808,0.0718863269977108,real
tvae_ihdp_0.csv,-0.24335403975357345,-0.00797119029914062,tvae
ctgan_ihdp_4.csv,0.01877602441733707,0.09901045337038085,ctgan
ddpm_ihdp_1.csv,-0.2622211496287894,0.07275009686783063,ddpm
ctgan_ihdp_0.csv,-0.3047489193963302,-0.0635822425833952,ctgan
arf_ihdp_3.csv,0.17095199711138973,-0.05059300899918162,arf
ddpm_ihdp_2.csv,0.24370481052996645,0.01245395983062556,ddpm
tvae_ihdp_4.csv,0.4629293634391466,0.0370043457671498,tvae
ddpm_ihdp_3.csv,0.0579001070700748,0.05255613321633027,ddpm
tvae_ihdp_3.csv,0.1279854728409959,0.02907099498476499,tvae
nflow_ihdp_3.csv,-0.17749459501710516,-0.0866889405854571,nflow
ddpm_ihdp_0.csv,0.10734058171752321,-0.023998937114488892,ddpm
arf_ihdp_1.csv,0.12679072106227834,-0.01812987005904156,arf
arf_ihdp_4.csv,0.01506423405979786,0.029616589390017902,arf
arf_ihdp_0.csv,-0.18390528601060385,-0.008773169074170908,arf
tvae_ihdp_2.csv,-0.5633343896298373,0.020823351200565714,tvae
nflow_ihdp_1.csv,0.1147195749526946,0.03083430835385572,nflow
arf_ihdp_2.csv,0.2137603304796023,-0.00337040727014006,arf
nflow_ihdp_4.csv,0.24110731792057388,-0.033526117303462395,nflow
ctgan_ihdp_3.csv,0.2575052592871281,-0.049442169288394074,ctgan
nflow_ihdp_0.csv,-0.05863759052225667,-0.03213641484644184,nflow
ddpm_ihdp_4.csv,0.12296046368888115,0.011754369751245714,ddpm
ctgan_ihdp_2.csv,-0.12757666723362465,0.011908500800383278,ctgan
tvae_ihdp_1.csv,-0.004225103292223871,0.04078753578884139,tvae
nflow_ihdp_2.csv,-0.39757110930958034,-0.01940210942485982,nflow
ctgan_ihdp_1.csv,-0.6981258831215853,-0.056993502715704795,ctgan
real,0.511091203729901,0.20128684482572334,real
tvae_ihdp_0.csv,-0.19456697792546743,-0.06365879105101074,tvae
ctgan_ihdp_4.csv,0.1348288000516782,0.06008708761250449,ctgan
ddpm_ihdp_1.csv,-0.01768481498705339,-0.025336920626110638,ddpm
ctgan_ihdp_0.csv,0.0971557687125513,0.03139290431943581,ctgan
arf_ihdp_3.csv,0.26471820002880503,0.013642286280876811,arf
ddpm_ihdp_2.csv,0.23641636736580038,0.011841887903508772,ddpm
tvae_ihdp_4.csv,-0.09105987320035046,0.04361241312531076,tvae
ddpm_ihdp_3.csv,0.4699432386358704,0.05879722186067432,ddpm
tvae_ihdp_3.csv,0.10415708012153836,-0.041075392348800685,tvae
nflow_ihdp_3.csv,0.023726417189663767,-0.10035594241847275,nflow
ddpm_ihdp_0.csv,0.17439140203620662,-0.008424189626793185,ddpm
arf_ihdp_1.csv,0.02406243240382808,0.008447604209876032,arf
arf_ihdp_4.csv,-0.33651332451517796,-0.031287495334965124,arf
arf_ihdp_0.csv,0.24093545157612511,0.04268716904134693,arf
tvae_ihdp_2.csv,0.4704290312663624,0.01655958490804065,tvae
nflow_ihdp_1.csv,-0.29097718221027496,-0.0675046194840201,nflow
arf_ihdp_2.csv,-0.45113972124391716,-0.07395114671048246,arf
nflow_ihdp_4.csv,0.5967926965594265,0.03373933025205472,nflow
ctgan_ihdp_3.csv,0.42432982281318393,0.059196771895867,ctgan
nflow_ihdp_0.csv,-0.1370229460774529,-0.014939842920179082,nflow
ddpm_ihdp_4.csv,0.17495358225194266,-0.0038425924757897524,ddpm
ctgan_ihdp_2.csv,0.21598028963619423,0.0113025185792184,ctgan
tvae_ihdp_1.csv,-0.14675694325754218,-0.03380142515571801,tvae
nflow_ihdp_2.csv,-0.07312650221043937,0.05064894703840743,nflow
ctgan_ihdp_1.csv,-0.050607999129252026,0.012160830864499388,ctgan
real,0.3100587325378944,0.04841137007978793,real
tvae_ihdp_0.csv,-0.08092617926315136,-0.03760284744687356,tvae
ctgan_ihdp_4.csv,0.22430766105163794,0.040952850974721844,ctgan
ddpm_ihdp_1.csv,-0.3144715187116113,-0.0039623680791010234,ddpm
ctgan_ihdp_0.csv,-0.1187063669731267,0.03613127620939049,ctgan
arf_ihdp_3.csv,0.38120733512665095,0.06852101011412257,arf
ddpm_ihdp_2.csv,-0.22081079545855448,0.0016870122717492749,ddpm
tvae_ihdp_4.csv,0.24870628552829835,0.02900033518186897,tvae
ddpm_ihdp_3.csv,-0.15697242743607542,-0.007532924064143803,ddpm
tvae_ihdp_3.csv,0.47568928199270166,0.02039032669165785,tvae
nflow_ihdp_3.csv,-0.3602083466397372,-0.02482024401054521,nflow
ddpm_ihdp_0.csv,0.47441568937140594,0.0377777495723416,ddpm
arf_ihdp_1.csv,0.13325621511907468,-0.03677610661528231,arf
arf_ihdp_4.csv,0.206567472437373,0.007784296561383692,arf
arf_ihdp_0.csv,-0.3260192636528235,-0.018162107121717536,arf
tvae_ihdp_2.csv,-0.4429586484884199,-0.11803998630341206,tvae
nflow_ihdp_1.csv,0.22591244694528104,0.025341949499023454,nflow
arf_ihdp_2.csv,0.046428605186278435,0.029083941365238584,arf
nflow_ihdp_4.csv,0.39868373580079625,0.023713553835145597,nflow
ctgan_ihdp_3.csv,-0.5427797080733028,-0.010498713883669379,ctgan
nflow_ihdp_0.csv,-0.43764478975796917,-0.049119346638822683,nflow
ddpm_ihdp_4.csv,0.18578362190023803,0.0819639844644074,ddpm
ctgan_ihdp_2.csv,-0.3971947288073706,0.000490354593009569,ctgan
tvae_ihdp_1.csv,0.2329685470152645,0.056600638537246444,tvae
nflow_ihdp_2.csv,-0.04981873598541954,0.012104733672754713,nflow
ctgan_ihdp_1.csv,-0.674716349951489,-0.15261253538665334,ctgan
real,0.37826873626415214,0.14966394548924808,real
tvae_ihdp_0.csv,0.38998839499853155,0.08991623718143617,tvae
ctgan_ihdp_4.csv,-0.011550741650625057,0.020909825710979973,ctgan
ddpm_ihdp_1.csv,-0.5365698036598349,-0.02784429493368362,ddpm
ctgan_ihdp_0.csv,0.2157174958533623,0.008772081290304486,ctgan
arf_ihdp_3.csv,0.04914032190317812,-0.006156676758758964,arf
ddpm_ihdp_2.csv,-0.003323785367678661,0.04333223503639196,ddpm
tvae_ihdp_4.csv,0.43842713795903987,0.047074416194555685,tvae
ddpm_ihdp_3.csv,0.45537176533643275,0.062263779759140464,ddpm
tvae_ihdp_3.csv,-0.3811516922449215,-0.06221179394285134,tvae
nflow_ihdp_3.csv,-0.31260150817382726,-0.034928783016294235,nflow
ddpm_ihdp_0.csv,0.24204178620813485,-0.007276533175283216,ddpm
arf_ihdp_1.csv,0.5199278495060018,-0.010641530527980841,arf
arf_ihdp_4.csv,0.05253517505278703,0.03831450817809236,arf
arf_ihdp_0.csv,-0.09219406719026163,0.03813878713112094,arf
tvae_ihdp_2.csv,-0.5351607014295944,-0.005605411844727189,tvae
nflow_ihdp_1.csv,-0.15970104943372904,0.0011524122111110859,nflow
arf_ihdp_2.csv,0.32029527285725207,0.09244471249999613,arf
nflow_ihdp_4.csv,0.38704621215820306,0.07190753136159346,nflow
ctgan_ihdp_3.csv,0.06359000397018705,0.07254872514598329,ctgan
nflow_ihdp_0.csv,0.003317789165745343,0.06933560721221559,nflow
ddpm_ihdp_4.csv,0.6860161351880094,0.07100847826780289,ddpm
ctgan_ihdp_2.csv,-0.22437197679064327,0.009299721055752806,ctgan
tvae_ihdp_1.csv,-0.18265521661488468,-0.0036801616206504463,tvae
nflow_ihdp_2.csv,0.13015849738691562,0.025606136864967155,nflow
ctgan_ihdp_1.csv,-0.49704984299217153,-0.025155768057411872,ctgan
real,0.1057652378557623,0.12012188652817574,real
tvae_ihdp_0.csv,-0.214915993305211,-0.023953787134682273,tvae
ctgan_ihdp_4.csv,0.21189623764537716,-0.028148420309532178,ctgan
ddpm_ihdp_1.csv,0.40802669591636104,0.11277666006137273,ddpm
ctgan_ihdp_0.csv,-0.239446409345776,0.004539896148053605,ctgan
arf_ihdp_3.csv,-0.5165425552763673,-0.008210123023878248,arf
ddpm_ihdp_2.csv,-0.04705836082279077,-0.05554153055451069,ddpm
tvae_ihdp_4.csv,-0.4855687942408643,0.0023823403668295083,tvae
ddpm_ihdp_3.csv,0.4935932084829856,0.0035194052508566364,ddpm
tvae_ihdp_3.csv,-0.27416103007406345,-0.04590644503393167,tvae
nflow_ihdp_3.csv,0.04455705175177576,-0.02635688074132024,nflow
ddpm_ihdp_0.csv,-0.04734614977736647,-0.01931983922518126,ddpm
arf_ihdp_1.csv,0.18230679347327114,0.02861119346428624,arf
arf_ihdp_4.csv,0.07884432554757871,0.029626752401697178,arf
arf_ihdp_0.csv,0.2860040052053319,-0.07217688189419637,arf
tvae_ihdp_2.csv,-0.291432041424088,0.04646616356497997,tvae
nflow_ihdp_1.csv,0.059020965425396144,0.05792988304394176,nflow
arf_ihdp_2.csv,0.013600251802243564,0.033363084381080835,arf
nflow_ihdp_4.csv,0.6170818898091667,0.019809559109985497,nflow
ctgan_ihdp_3.csv,-0.33632835759773727,0.027840210880829705,ctgan
nflow_ihdp_0.csv,0.17633409773174863,0.02430103280908843,nflow
ddpm_ihdp_4.csv,0.25580259745581413,0.020385572937023654,ddpm
ctgan_ihdp_2.csv,-0.22599546062208958,0.013973761302754737,ctgan
tvae_ihdp_1.csv,-0.6814998537962279,-0.07918124369477449,tvae
nflow_ihdp_2.csv,-0.015513070994782644,0.07009216092660232,nflow
ctgan_ihdp_1.csv,-0.03760688760546181,0.007265159158876699,ctgan
real,0.21604840124833632,0.1203464085590038,real
tvae_ihdp_0.csv,-0.1519178662843361,-0.015078425278409286,tvae
ctgan_ihdp_4.csv,0.37275092863614845,0.032319883176432924,ctgan
ddpm_ihdp_1.csv,0.5973115386880234,-0.024392538056171646,ddpm
ctgan_ihdp_0.csv,-0.24133238577807806,0.013234222499928634,ctgan
arf_ihdp_3.csv,0.2303674895528569,0.022850759495778975,arf
ddpm_ihdp_2.csv,-0.2929781040290686,-0.06103211766837724,ddpm
tvae_ihdp_4.csv,0.21017554202019323,0.04704450724372843,tvae
ddpm_ihdp_3.csv,0.30961981224746465,0.010284265713738801,ddpm
tvae_ihdp_3.csv,0.17504988466264537,-0.06318920153940084,tvae
nflow_ihdp_3.csv,-0.14774857269764594,-0.07431171490389885,nflow
ddpm_ihdp_0.csv,0.35208108390840465,0.06292695147037793,ddpm
arf_ihdp_1.csv,0.010266158365584182,0.03201728288397771,arf
arf_ihdp_4.csv,0.20045971471508062,0.13163837970087824,arf
arf_ihdp_0.csv,-0.5443322424276202,-0.10049688247012932,arf
tvae_ihdp_2.csv,-0.16984062430151997,0.03560317203696042,tvae
nflow_ihdp_1.csv,-0.18747333609401265,-0.02726719790752424,nflow
arf_ihdp_2.csv,0.044404410520024945,-0.019163008360176523,arf
nflow_ihdp_4.csv,0.1317656976133021,0.0491691428505498,nflow
ctgan_ihdp_3.csv,0.20713282279375483,-0.017139463295187313,ctgan
nflow_ihdp_0.csv,0.11748008111892581,0.01908881114946399,nflow
ddpm_ihdp_4.csv,0.25711922003362836,0.027413164759662177,ddpm
ctgan_ihdp_2.csv,0.27333736859538327,-0.027630252790154162,ctgan
tvae_ihdp_1.csv,0.011133764743312992,-0.0023279409224849588,tvae
nflow_ihdp_2.csv,-0.17787753421994792,0.020769675381669434,nflow
ctgan_ihdp_1.csv,-0.1581473665407927,-0.028929214302378728,ctgan
real,0.2706327288911564,0.09442337475834663,real
tvae_ihdp_0.csv,0.06786604782997412,0.02967895557342653,tvae
ctgan_ihdp_4.csv,0.04566297648342914,0.0026579035033858747,ctgan
ddpm_ihdp_1.csv,0.17183313265413777,0.0210805906141654,ddpm
ctgan_ihdp_0.csv,0.3226341605313452,0.037269126638223,ctgan
arf_ihdp_3.csv,-0.2602330294487529,0.019141930412208213,arf
ddpm_ihdp_2.csv,-0.039364353916262876,0.057636804329793706,ddpm
tvae_ihdp_4.csv,0.5504994217233097,0.07279721787647987,tvae
ddpm_ihdp_3.csv,0.3558091901239406,0.053661540817961983,ddpm
tvae_ihdp_3.csv,0.1671823540369649,-0.004641826094199231,tvae
nflow_ihdp_3.csv,-0.39834774603751594,-0.037410862118791355,nflow
ddpm_ihdp_0.csv,0.10621340701770407,0.031212396169978725,ddpm
arf_ihdp_1.csv,0.29944420913399883,0.0043906806238531585,arf
arf_ihdp_4.csv,-0.2534512746399276,0.05733598439547768,arf
arf_ihdp_0.csv,-0.177804900877589,0.00769822127208742,arf
tvae_ihdp_2.csv,-0.17219843943429367,-0.034315182507683416,tvae
nflow_ihdp_1.csv,-0.25655673359679393,0.012557557855734888,nflow
arf_ihdp_2.csv,0.686981602254867,0.047626968816263264,arf
nflow_ihdp_4.csv,0.12179268672216839,-0.028718845976903357,nflow
ctgan_ihdp_3.csv,-0.19139865219546792,0.015779789857514014,ctgan
nflow_ihdp_0.csv,0.4978483107397269,0.02411712664069839,nflow
ddpm_ihdp_4.csv,0.06447611158087951,-0.05577379197088961,ddpm
ctgan_ihdp_2.csv,0.18347869508882428,0.04575787067530953,ctgan
tvae_ihdp_1.csv,-0.17627901489323486,0.03725189916242859,tvae
nflow_ihdp_2.csv,-0.05239486044182825,0.04542961661895873,nflow
ctgan_ihdp_1.csv,-0.1245190127711436,-0.0071840155599543565,ctgan
real,0.5135337995116106,0.11280069434603154,real
tvae_ihdp_0.csv,-0.23883198318158863,-0.03451511569603442,tvae
ctgan_ihdp_4.csv,0.09044838703968307,0.06704904983020334,ctgan
ddpm_ihdp_1.csv,-0.29836329723867105,0.034283047389657734,ddpm
ctgan_ihdp_0.csv,-0.20516863075838332,-0.0030602609794163935,ctgan
arf_ihdp_3.csv,-0.16972093841459668,-0.02578426117157607,arf
ddpm_ihdp_2.csv,0.3647774405924928,0.1109062692493213,ddpm
tvae_ihdp_4.csv,0.0204565961451448,-0.021423011485595778,tvae
ddpm_ihdp_3.csv,-0.10854527806770092,-0.003429453089645566,ddpm
tvae_ihdp_3.csv,-0.20312126868601477,-0.04875752348756249,tvae
nflow_ihdp_3.csv,-0.24937868512476502,-0.04325408445031317,nflow
ddpm_ihdp_0.csv,-0.1417281033054613,-0.07554346243817853,ddpm
arf_ihdp_1.csv,-0.2034531987971572,-0.013200239257231823,arf
arf_ihdp_4.csv,-0.04321517854599447,0.01872858570458103,arf
arf_ihdp_0.csv,-0.14288800496506676,0.013381858637462891,arf
tvae_ihdp_2.csv,-0.06553923552570845,-0.0641312314411484,tvae
nflow_ihdp_1.csv,-0.08790428278264055,0.004550847599924715,nflow
arf_ihdp_2.csv,-0.2789585637314449,-0.010507253467031998,arf
nflow_ihdp_4.csv,0.3565695455910215,0.0428054743436608,nflow
ctgan_ihdp_3.csv,0.3544790026008757,0.08277948959074763,ctgan
nflow_ihdp_0.csv,0.29283375385705884,0.045043745172794185,nflow
ddpm_ihdp_4.csv,0.2294375969730724,0.01396849339607172,ddpm
ctgan_ihdp_2.csv,0.05224410180733327,0.024367379933422542,ctgan
tvae_ihdp_1.csv,0.26964920272357973,0.06192777870185645,tvae
nflow_ihdp_2.csv,0.08730701730437686,0.008317513738605137,nflow
ctgan_ihdp_1.csv,-0.4338301398552624,0.041334848937847744,ctgan
real,0.48802834752744473,0.17176397179997413,real
