dataset,first,second
arf_ihdp_2.csv,0.41054264,0.20763758627292353
nflow_ihdp_4.csv,0.3610026,0.006905168811252125
ctgan_ihdp_3.csv,0.258857,0.14757235308310815
nflow_ihdp_0.csv,-0.15321748,-0.07273119100730638
ddpm_ihdp_4.csv,0.5389317,-0.1705569619008777
ctgan_ihdp_2.csv,0.32461253,0.16430724143022102
tvae_ihdp_1.csv,-0.24664375,-0.0652829033138902
nflow_ihdp_2.csv,-0.6270844,0.20077347179849436
ctgan_ihdp_1.csv,-0.2273419,0.007269016026715641
real,0.30516103,0.3938409329493384
tvae_ihdp_0.csv,-0.51067173,0.10983177043377187
ctgan_ihdp_4.csv,0.10626549,0.059846938891830494
ddpm_ihdp_1.csv,-0.050062187,0.0004713436126151458
ctgan_ihdp_0.csv,0.19667345,0.1265487384902817
arf_ihdp_3.csv,0.102870464,-0.16223576057347514
ddpm_ihdp_2.csv,0.29052365,-0.19950187830001015
tvae_ihdp_4.csv,-0.47730938,0.0872463576058496
ddpm_ihdp_3.csv,0.5442046,-0.13039955928504743
tvae_ihdp_3.csv,-0.2406394,-0.0018176040212230973
nflow_ihdp_3.csv,-0.026460007,-0.12564437657905123
ddpm_ihdp_0.csv,-0.18728803,-0.0005353083865729725
arf_ihdp_1.csv,-0.250987,-0.14508734379267815
arf_ihdp_4.csv,0.4119166,0.09170313804571954
arf_ihdp_0.csv,-0.050364505,0.0507987038783577
tvae_ihdp_2.csv,0.041991033,0.16171253703813365
nflow_ihdp_1.csv,0.2852172,-0.09488478846702293
arf_ihdp_2.csv,-0.11293833,0.1927282200923481
nflow_ihdp_4.csv,0.29845998,0.08418979462819035
ctgan_ihdp_3.csv,0.1454911,0.04421843485479072
nflow_ihdp_0.csv,-0.4083378,0.013295617770264242
ddpm_ihdp_4.csv,-0.14020012,-0.11717437967249401
ctgan_ihdp_2.csv,0.2834923,0.06352919548255753
tvae_ihdp_1.csv,0.031385045,0.0996541516668461
nflow_ihdp_2.csv,0.010635664,0.12781689815907454
ctgan_ihdp_1.csv,-0.41811574,0.20117242272379396
real,-0.039256215,0.3357277874879184
tvae_ihdp_0.csv,-0.44070533,0.2739993206947586
ctgan_ihdp_4.csv,0.3782414,0.14041061974985866
ddpm_ihdp_1.csv,0.11342506,-0.1660964530801597
ctgan_ihdp_0.csv,0.29975614,0.0761094515898493
arf_ihdp_3.csv,0.44702205,-0.02420142806391707
ddpm_ihdp_2.csv,0.12738591,-0.16088213002131807
tvae_ihdp_4.csv,-0.1203621,0.11979631400432716
ddpm_ihdp_3.csv,0.23053162,0.17361283368196617
tvae_ihdp_3.csv,-0.5612162,0.05171026067877961
nflow_ihdp_3.csv,0.08979814,-0.14277740339442674
ddpm_ihdp_0.csv,-0.12546137,-0.0012344339692990493
arf_ihdp_1.csv,0.47752365,-0.0035153919906944645
arf_ihdp_4.csv,0.07211644,-0.05256444576899616
arf_ihdp_0.csv,-0.071925424,0.1913730568477415
tvae_ihdp_2.csv,-0.24308334,-0.13655893578032527
nflow_ihdp_1.csv,-0.14233983,0.007767754992181878
arf_ihdp_2.csv,-0.1393172,0.16704197616956265
nflow_ihdp_4.csv,-0.48777312,-0.062363064388560804
ctgan_ihdp_3.csv,0.2954198,0.15455487694553272
nflow_ihdp_0.csv,-0.17395334,0.12261608132750404
ddpm_ihdp_4.csv,0.33866835,-0.05464882668120419
ctgan_ihdp_2.csv,0.27099463,0.20157752457220537
tvae_ihdp_1.csv,-0.36927566,0.036496796733377024
nflow_ihdp_2.csv,-0.07856093,0.20121006150318144
ctgan_ihdp_1.csv,0.13720821,0.10292052698589317
real,0.622359,0.3133214431502825
tvae_ihdp_0.csv,-0.6527124,0.19012993576676668
ctgan_ihdp_4.csv,0.12707509,0.08088214139827862
ddpm_ihdp_1.csv,0.36012405,0.015190926569729384
ctgan_ihdp_0.csv,-0.18281393,0.13705920640911376
arf_ihdp_3.csv,-0.3224929,-0.09692383897300734
ddpm_ihdp_2.csv,0.28403804,-0.36822857134373616
tvae_ihdp_4.csv,0.06244051,0.027018600282873832
ddpm_ihdp_3.csv,0.36832663,0.24039534071054894
tvae_ihdp_3.csv,-0.4309604,-0.13938542386694325
nflow_ihdp_3.csv,0.18095188,0.005541584969238461
ddpm_ihdp_0.csv,0.23388615,-0.17221035401267157
arf_ihdp_1.csv,0.11500585,0.022319886583027502
arf_ihdp_4.csv,-0.035238948,-0.015011286453286908
arf_ihdp_0.csv,-0.059914593,0.0755218957949962
tvae_ihdp_2.csv,-0.020605223,-0.015465030076020226
nflow_ihdp_1.csv,-0.04034989,-0.062367253673902785
arf_ihdp_2.csv,-0.13937187,0.21887671781943788
nflow_ihdp_4.csv,-0.1957899,0.11496987615769007
ctgan_ihdp_3.csv,-0.13561167,0.2191228855489975
nflow_ihdp_0.csv,-0.45757446,5.797951737241376e-05
ddpm_ihdp_4.csv,0.29771492,-0.14427615437802357
ctgan_ihdp_2.csv,0.3665363,0.15483552229521022
tvae_ihdp_1.csv,-0.0020026623,-0.020692016482733343
nflow_ihdp_2.csv,-0.6997799,0.053713700276337005
ctgan_ihdp_1.csv,-0.07953305,0.09882283444753151
real,0.5438019,0.3257653855775692
tvae_ihdp_0.csv,-0.66256547,0.05670195874333584
ctgan_ihdp_4.csv,0.28523454,0.013866402376696568
ddpm_ihdp_1.csv,-0.09538333,0.01457802853313414
ctgan_ihdp_0.csv,0.07975716,0.013438244361341709
arf_ihdp_3.csv,-0.46064928,0.026142320833263958
ddpm_ihdp_2.csv,0.22529453,-0.31062015260056575
tvae_ihdp_4.csv,0.06541508,-0.03941605345909895
ddpm_ihdp_3.csv,0.6685728,0.20451493510702423
tvae_ihdp_3.csv,-0.581343,-0.024320849271326446
nflow_ihdp_3.csv,0.020839777,0.02766735402615361
ddpm_ihdp_0.csv,0.19804128,-0.006981355646549135
arf_ihdp_1.csv,-0.25168166,-0.04994335793771268
arf_ihdp_4.csv,-0.33959907,-0.09350505411833981
arf_ihdp_0.csv,0.03899628,0.12666585742730369
tvae_ihdp_2.csv,-0.5951644,0.07099596254502227
nflow_ihdp_1.csv,0.0870936,0.0033831620196095942
arf_ihdp_2.csv,-0.49959984,0.1449793166363949
nflow_ihdp_4.csv,-0.061099447,0.06367390731438285
ctgan_ihdp_3.csv,0.26471224,0.21455322559226025
nflow_ihdp_0.csv,0.12439318,-0.10719461865140265
ddpm_ihdp_4.csv,0.420448,-0.10187886941854898
ctgan_ihdp_2.csv,0.24004944,0.1319515345076441
tvae_ihdp_1.csv,-0.17078131,-0.06498731561268437
nflow_ihdp_2.csv,-0.4319614,0.12188356087644439
ctgan_ihdp_1.csv,-0.49765956,0.04801251620393196
real,0.74774057,0.32609810568328923
tvae_ihdp_0.csv,0.03714746,0.1412004283787746
ctgan_ihdp_4.csv,0.08890233,-0.034119983477720696
ddpm_ihdp_1.csv,-0.014406745,0.035923809596423696
ctgan_ihdp_0.csv,-0.28148445,0.1589978073096397
arf_ihdp_3.csv,-0.17464869,0.04351825489651501
ddpm_ihdp_2.csv,0.27016705,-0.25323189922678124
tvae_ihdp_4.csv,-0.17263302,0.023259201666758378
ddpm_ihdp_3.csv,0.22606723,-0.04058598985239787
tvae_ihdp_3.csv,-0.09402459,-0.035489725992780455
nflow_ihdp_3.csv,-0.11316717,0.19865641463943914
ddpm_ihdp_0.csv,-0.043458134,0.08450005892236546
arf_ihdp_1.csv,0.07993279,0.08045163744075388
arf_ihdp_4.csv,0.3157338,0.0907252605222039
arf_ihdp_0.csv,0.038645755,0.11668260993125538
tvae_ihdp_2.csv,-0.26819426,0.15043314529953486
nflow_ihdp_1.csv,0.10378026,-0.0163116281880636
arf_ihdp_2.csv,0.0016334532,0.13794609431658877
nflow_ihdp_4.csv,-0.27699018,0.028585271730854296
ctgan_ihdp_3.csv,0.057531502,0.16545250542385845
nflow_ihdp_0.csv,-0.19851637,0.06193281342806041
ddpm_ihdp_4.csv,0.2671309,-0.2157718663445997
ctgan_ihdp_2.csv,0.17824376,0.09610832957424173
tvae_ihdp_1.csv,-0.34783337,0.09220506339555695
nflow_ihdp_2.csv,-0.17464875,0.17620255452498387
ctgan_ihdp_1.csv,0.015006162,0.03796268898841678
real,0.08316763,0.40508287526084247
tvae_ihdp_0.csv,-0.35074326,0.15942744203038564
ctgan_ihdp_4.csv,0.21835588,0.002943643465397411
ddpm_ihdp_1.csv,0.038989745,0.03280266669268409
ctgan_ihdp_0.csv,-0.32759959,0.07724619039998003
arf_ihdp_3.csv,0.2110591,0.000995858600933333
ddpm_ihdp_2.csv,0.29400834,-0.17432594057616024
tvae_ihdp_4.csv,-0.656712,0.06517766352321598
ddpm_ihdp_3.csv,0.36922014,0.10286413839555719
tvae_ihdp_3.csv,-0.66281325,-0.17091937997017284
nflow_ihdp_3.csv,0.24441946,0.02791278301595653
ddpm_ihdp_0.csv,0.23553978,-0.009040727989659422
arf_ihdp_1.csv,-0.5783972,0.016139403516965203
arf_ihdp_4.csv,-0.45067835,0.03810582086317191
arf_ihdp_0.csv,-0.49615005,0.0355746049012634
tvae_ihdp_2.csv,-0.40662152,0.012575916748740996
nflow_ihdp_1.csv,-0.30850205,-0.03428389751597871
arf_ihdp_2.csv,-0.19571573,0.001664665350246997
nflow_ihdp_4.csv,-0.2683058,-0.019897783681953034
ctgan_ihdp_3.csv,-0.094285846,0.13911252731115234
nflow_ihdp_0.csv,-0.66656154,0.045891219852207114
ddpm_ihdp_4.csv,0.24345292,-0.09021462357034944
ctgan_ihdp_2.csv,0.45604053,0.13695275688822678
tvae_ihdp_1.csv,0.018845117,-0.027659536411805193
nflow_ihdp_2.csv,-0.75327075,0.16262586677104843
ctgan_ihdp_1.csv,-0.09598609,0.05979302540963174
real,0.17967631,0.3864646557667831
tvae_ihdp_0.csv,0.09527594,0.13094065502780128
ctgan_ihdp_4.csv,0.12481545,-0.08417766932778213
ddpm_ihdp_1.csv,-0.031114891,-0.008398946562740749
ctgan_ihdp_0.csv,0.13685387,0.25032389272783634
arf_ihdp_3.csv,0.17170434,-0.03951185120453386
ddpm_ihdp_2.csv,0.22675842,-0.13643368285903262
tvae_ihdp_4.csv,-0.24905328,0.1169805423258392
ddpm_ihdp_3.csv,-0.20706207,0.007898520376948248
tvae_ihdp_3.csv,-0.046822026,-0.009966655546487674
nflow_ihdp_3.csv,-0.035970014,0.10234594356021559
ddpm_ihdp_0.csv,-0.052836157,0.05154256882830238
arf_ihdp_1.csv,-0.08111139,0.03365224178090096
arf_ihdp_4.csv,-0.6612211,0.11425107077625739
arf_ihdp_0.csv,0.25491932,0.028630345746190573
tvae_ihdp_2.csv,-0.15635873,0.09938267572900933
nflow_ihdp_1.csv,0.056271456,0.059776408622377125
arf_ihdp_2.csv,-0.094829366,0.13083370516019666
nflow_ihdp_4.csv,-0.1523292,0.07055853832304021
ctgan_ihdp_3.csv,-0.09325172,0.11603510961679783
nflow_ihdp_0.csv,-0.38854823,0.008059279321610522
ddpm_ihdp_4.csv,0.6890335,-0.20246104629976408
ctgan_ihdp_2.csv,0.11373874,0.05517063687138139
tvae_ihdp_1.csv,-0.4376863,0.14768147590525804
nflow_ihdp_2.csv,0.0757445,0.167715024351155
ctgan_ihdp_1.csv,-0.35680476,0.09760846633370648
real,0.38617322,0.37172418637011123
